osm_id,osm_type,lat,lon,name,addr_region,addr_city,addr_street,addr_housenumber,operator,capacity
714416908,way,49.2076323,119.7543596,海拉尔区胜利街小学,,,,,,
714416911,way,49.2232793,119.7599444,新桥小学,,,,,,
714416912,way,49.2289032,119.7615146,海拉尔区第七中学-东校区,,,,,,
714416913,way,49.2276276,119.7716987,沿山路小学,,,,,,
714416915,way,49.2279305,119.7424424,头道街小学,,,,,,
714416916,way,49.2344469,119.7335456,铁路第一中学,,,,,,
714416917,way,49.2349823,119.7321963,铁路第三中学,,,,,,
715011870,way,47.2132011,123.6151762,中国一重第三小学,,齐齐哈尔市,建华东街,47号,,
715011871,way,47.211026,123.6064364,中国一重第二小学,,齐齐哈尔市,建华西街,2号,,
715011872,way,47.2066671,123.6130952,中国一重第五中学,,,,,,
715011873,way,47.2047048,123.6164131,红岸中学,,,,,,
715011874,way,47.2038986,123.6267162,齐齐哈尔市第六中学,,,,,,
715011875,way,47.2032886,123.629033,和平街小学校,,,,,,
715011876,way,47.2083219,123.5922405,中国一重第四中学,,,,,,
715011879,way,47.1964689,123.6386816,向阳路小学校,,,,,,
715011882,way,47.2137817,123.6442723,齐齐哈尔市第三十五中学,,,,,,
715016194,way,47.1576897,123.8064189,齐齐哈尔市第十一中学,,,,,,
715016195,way,47.1640075,123.8091735,昂铁中小学,,,,,,
715189263,way,61.6591083,132.0794384,Начальная школа,,,,,,
715189264,way,61.659473,132.0805012,Школа им. Эрилик Эристиина,,,,,,
718989202,way,54.0497347,102.7645469,,,,,,,
719079514,way,61.6662829,130.9552473,,,,,,,
720436014,way,43.6302743,122.2619617,通辽市第五中学,,通辽市,和平路,1835号,,
720436015,way,43.625152,122.2677069,通辽第七中学,,通辽市,西拉木伦大街,575号,,
720436866,way,43.5978966,122.2805704,通辽实验中学,,,,,,
720485817,way,51.6899993,108.3961873,Ключевская средняя общеобразовательная школа,,,,,,
721033313,way,51.6844131,108.7002014,Шпалозаводская СОШ,,,,,,
722479578,way,55.9825064,101.2970343,МКОУ «Тарминская СОШ»,,,,,,
723062142,way,45.3011994,130.9141897,鸡西市第十九中学,,,,,,
724187535,way,62.0296193,129.7095162,СОШ №35,,Якутск,улица Тургенева,4,,
724541860,way,56.1702138,101.6018505,,,,,,,
725223665,way,52.2729417,104.3164599,Гимназия № 44,,,,,,
725773238,way,49.7154774,127.8439498,Коврижская СОШ,,,,,,
727360052,way,46.3259731,132.1798706,宝清县第二高中,,,,,,
727360053,way,46.3251458,132.1772126,宝清四小,,,,,,
727360070,way,46.3361888,132.1894716,宝清县高级中学,,,,,,
727380002,way,58.3075711,112.913826,,,,,,,
727964552,way,52.4238309,136.4952435,МБОУ Средняя Общеобразовательная школа села им. Полины Осипенко Муниципального района им. Полины Осипенко Хабаровского края,,,,,,
728926093,way,52.2773648,104.3139753,Школа-интернат музвоспитанников г. Иркутска,,,,,,
729914515,way,42.923622,129.5218242,延吉市职业高级中学 연길시직업고급중학교,,延边朝鲜族自治州,朝阳街,3051,,
731236933,way,43.8503738,126.5566154,吉林市第五中学,,吉林,敦化胡同,17,,
731929616,way,51.3480383,110.4739965,Школа № 13,,,,,,
732584912,way,45.2649414,131.1244401,鸡东县职业技术学校,,,,,,
732591943,way,45.2444857,131.1473522,红少年小学,,,,,,
732607565,way,45.2560397,131.2129071,朝鲜族学校-계림향조선족학교,,,,,,
732607566,way,45.2518523,131.2169528,,,,,,,
732793668,way,42.8578317,140.8826673,京極小学校,,京極町,,,京極町教育委員会,
732796235,way,42.8573979,140.8845394,,,,,,,
732857148,way,42.8346148,140.886913,町立南京極小学校,,,,,,
